quartier,type_bien,prix_m2,etat,surface_m2,latitude,longitude,dist_tram_m,tram_500m,intersect_500m,tt_centre_min,tt_cfc_min,tt_maarif_min,tt_sidi_maarouf_min,tt_port_min,n_ecoles_500m,n_ecoles_1km,dist_ecole_m,n_banques_500m,n_banques_1km,dist_banque_m,n_malls_500m,n_malls_1km,dist_mall_m,dist_mer_m,dist_parc_m,n_parcs_1km,surface_verte_m2_1km,nuisance_route_500m,n_industries_500m,n_fuel_500m,haut standing,log_prix_m2,log_surface_m2
Val Fleury,Appartement,17500.0,Bon état,160,33.565,-7.637,663.6235306005452,0,256,9.9,11.5,5.6,9.1,17.9,9,20,215.0624755794264,4,22,19.34731164730767,0,0,1089.658915643222,4427.612003368651,404.0002442206165,3,14864.4,2019.8,0,2,0,9.769956159911606,5.075173815233827
Maarif Extension,Appartement,28846.0,Bon état,104,33.578,-7.6419,935.4665533598751,0,800,7.7,14.4,2.7,13.4,15.5,3,28,399.2556942630411,17,60,241.6936439583812,0,1,877.3087569673421,2961.374911819636,388.8110925401876,4,13849.6,1463.2,1,2,0,10.26972661414345,4.644390899141372
Roches Noires,Appartement,11613.0,Neuf,62,33.6001,-7.5711,965.0674461353242,0,82,14.4,34.0,19.2,29.6,8.8,0,0,1817.718081919226,1,2,433.5282232699337,0,0,2554.876575642303,938.1474814334251,151.5137400760343,6,59610.7,2072.5,0,0,0,9.359880439245758,4.127134385045092
Belvedere,Appartement,11111.0,Bon état,135,33.5901,-7.5939,179.3843827470573,1,280,7.3,26.6,11.8,22.7,6.0,2,2,274.5540685228433,9,26,82.02163815120926,1,1,466.4574430381347,1457.133247994956,154.6185354394611,8,38645.0,1585.6,0,4,0,9.315690887584008,4.90527477843843
Polo,Villa,15000.0,Bon état,620,33.584,-7.652,1823.022404316051,0,353,9.6,15.3,5.5,15.7,16.8,5,25,173.0283446003575,3,25,413.8541762787918,0,0,1077.073075695572,2336.257542589962,820.5022778310127,2,31804.4,1968.5,0,4,0,9.615805480084347,6.429719478039138
Sidi Maarouf,Villa,19600.0,Bon état,250,33.5433,-7.6578,285.1916267776966,1,176,19.5,2.2,14.8,4.4,27.5,5,10,105.3468706265121,0,0,1047.606462501049,0,0,1491.775741859731,5703.85074577057,1390.852639316669,0,0.0,2654.4,0,0,0,9.883284845218608,5.521460917862246
Californie,Villa,14967.0,Bon état,1069,33.5731,-7.6298,378.7735758147751,1,307,6.4,15.0,2.8,12.3,14.4,2,17,337.9280663581789,8,44,269.9398513423109,0,1,542.3638809268792,3348.817120166832,740.7354814679283,7,53697.9,0.0,0,1,0,9.613603056529147,6.974478911025045
Gauthier,Appartement,16601.0,Bon état,253,33.5894,-7.6323,959.1116176283815,0,607,3.8,19.2,3.0,17.6,11.0,5,27,294.5835191360475,30,87,150.4894651367747,0,1,554.6707143418583,1836.82314228007,457.1033411301289,7,257767.7,3160.4,0,2,1,9.717218213494077,5.53338948872752
Californie,Villa,17600.0,Bon état,250,33.5731,-7.6298,378.7735758147751,1,307,6.4,15.0,2.8,12.3,14.4,2,17,337.9280663581789,8,44,269.9398513423109,0,1,542.3638809268792,3348.817120166832,740.7354814679283,7,53697.9,0.0,0,1,0,9.775654181026242,5.521460917862246
Anfa Superieur,Villa,24800.0,Bon état,2500,33.5936,-7.6623,1822.522846998491,0,236,12.5,18.1,9.5,19.6,18.4,0,5,508.5276262374399,0,7,537.853953882657,0,1,556.4412964895895,904.0454075058751,837.237040269726,1,9866.0,501.8,0,0,0,10.11859893215307,7.824046010856292
Bourgogne Est,Appartement,18301.0,Bon état,153,33.589,-7.6113,263.0200187547561,1,245,2.3,22.7,6.9,19.5,6.9,3,24,273.4785291420873,31,107,65.19973859491108,0,2,652.4577986954109,1438.87228183092,731.610881689414,3,56027.1,0.0,0,1,1,9.814710982145282,5.030437921392435
Triangle d'Or,Appartement,18095.0,Bon état,210,33.592,-7.613,287.9977253696143,1,240,2.0,23.1,7.0,20.2,6.2,9,18,286.4865875709612,43,109,125.8825840443049,1,2,449.2515242698901,1074.058326140372,484.8554261364226,7,117633.6,0.0,0,0,0,9.803390935997843,5.347107530717468
Bourgogne Est,Appartement,11562.0,Bon état,64,33.589,-7.6113,263.0200187547561,1,245,2.3,22.7,6.9,19.5,6.9,3,24,273.4785291420873,31,107,65.19973859491108,0,2,652.4577986954109,1438.87228183092,731.610881689414,3,56027.1,0.0,0,1,0,9.355479137642421,4.158883083359671
Mers Sultan,Villa,18677.0,Bon état,514,33.5921,-7.6024,165.7308739134413,1,262,5.0,25.3,9.7,21.8,5.1,1,7,453.5204000758147,18,51,105.7672581525134,0,0,1113.518424748274,1120.387185555903,162.627434636914,3,17996.5,5676.8,0,5,1,9.835048099313607,6.242223265455165
Les Hopitaux,Appartement,12658.0,Bon état,158,33.584,-7.598,86.16475996416162,1,198,6.4,24.4,10.2,20.3,7.9,1,12,471.8008773303524,3,22,36.4706250244772,0,1,524.1440908306643,2022.173450146973,712.6310545760888,6,21081.0,3466.3,0,4,0,9.44604470533525,5.062595033026967
Val Fleury,Appartement,17089.0,Bon état,79,33.565,-7.637,663.6235306005452,0,256,9.9,11.5,5.6,9.1,17.9,9,20,215.0624755794264,4,22,19.34731164730767,0,0,1089.658915643222,4427.612003368651,404.0002442206165,3,14864.4,2019.8,0,2,0,9.746190260646909,4.369447852467021
Bernoussi,Maison,19388.0,Bon état,98,33.6058,-7.5341,561.5019070033968,0,153,25.3,44.0,29.9,39.1,19.2,1,12,362.478629218759,7,10,130.1866313637076,0,0,2541.598322511336,1640.501502529757,440.967042981673,6,186265.9,2431.1,1,0,0,9.872409596965266,4.584967478670572
Ain Sebaa,Appartement,10000.0,Bon état,76,33.606,-7.544,1272.416875442093,0,156,22.5,41.6,27.2,36.8,16.3,0,5,674.1693061413155,4,10,231.2993770203631,0,0,3458.476755459968,1560.609873284391,476.4753024967785,1,3125.7,2179.8,0,0,0,9.210340371976184,4.330733340286331
Nassim,Villa,17273.0,Bon état,220,33.575,-7.619,627.535688939886,0,233,5.0,17.7,4.6,14.2,12.2,2,15,299.3690146280418,6,38,361.7654148423061,0,1,941.0956055898966,2925.986236036671,444.158138780153,4,80591.3,0.0,0,4,0,9.756899867693285,5.393627546352362
Les Princesses,Studio,28723.0,Bon état,47,33.582,-7.638,1235.87524176602,0,1011,6.0,16.1,1.4,14.9,13.8,9,24,246.7701915720199,18,87,103.0581115608424,0,0,1420.353190557202,2538.582675240804,389.033457898977,6,24300.7,1877.1,2,2,0,10.26545347453144,3.850147601710058
Ain Diab,Appartement,25455.0,Bon état,330,33.5955,-7.684,944.6266234420842,0,0,18.8,19.5,15.5,22.7,24.4,0,0,2082.934787207765,1,5,496.0876880211647,0,0,1856.087733141099,395.288351250024,2293.989799137898,0,0.0,0.0,0,0,1,10.14466746633644,5.799092654460526
Oulfa,Maison,32653.0,Bon état,98,33.5368,-7.6572,833.5040378000114,0,60,21.3,2.8,16.8,4.1,29.2,2,8,271.617575595435,0,3,635.7885927742001,0,0,1308.132165664691,6292.724234225559,1553.081495273229,0,0.0,3487.4,0,0,0,10.39369201409763,4.584967478670572
Ferme Bretonne,Appartement,21000.0,Bon état,100,33.549,-7.5944,682.2498354811139,0,452,15.8,20.6,15.7,14.5,20.1,1,10,402.6473591362682,9,24,309.9591411431054,0,1,896.6660164826084,5921.222724674229,289.6665405317857,13,92221.9,0.0,0,0,0,9.95227771670556,4.605170185988092
Bourgogne Ouest,Studio,22388.0,Bon état,67,33.5895,-7.6156,228.6013139598524,1,239,1.1,22.0,5.9,19.1,7.4,1,20,481.616359297559,38,113,107.1278108274494,1,2,260.4784121743854,1310.159668709335,382.8151670100606,6,259448.4,0.0,0,1,0,10.01628038001125,4.204692619390966
Racine,Appartement,16477.0,A renover,176,33.587,-7.6386,1473.215023052034,0,1291,5.6,17.6,2.7,16.6,12.9,7,28,97.8353609915267,33,89,58.85125793121605,0,0,1195.846353700916,1981.136081143451,212.0910495019019,5,40015.0,2545.4,0,1,0,9.709720748057432,5.170483995038151
Californie,Appartement,13274.0,Bon état,113,33.5731,-7.6298,378.7735758147751,1,307,6.4,15.0,2.8,12.3,14.4,2,17,337.9280663581789,8,44,269.9398513423109,0,1,542.3638809268792,3348.817120166832,740.7354814679283,7,53697.9,0.0,0,1,0,9.49356251370587,4.727387818712341
Ain Diab,Villa,19704.0,Recent,609,33.5955,-7.684,944.6266234420842,0,0,18.8,19.5,15.5,22.7,24.4,0,0,2082.934787207765,1,5,496.0876880211647,0,0,1856.087733141099,395.288351250024,2293.989799137898,0,0.0,0.0,0,0,1,9.888576939800373,6.411818267709897
Ain Diab,Maison,16000.0,Recent,750,33.5955,-7.684,944.6266234420842,0,0,18.8,19.5,15.5,22.7,24.4,0,0,2082.934787207765,1,5,496.0876880211647,0,0,1856.087733141099,395.288351250024,2293.989799137898,0,0.0,0.0,0,0,1,9.680344001221918,6.620073206530356
Racine,Appartement,17427.0,Bon état,241,33.587,-7.6386,1473.215023052034,0,1291,5.6,17.6,2.7,16.6,12.9,7,28,97.8353609915267,33,89,58.85125793121605,0,0,1195.846353700916,1981.136081143451,212.0910495019019,5,40015.0,2545.4,0,1,1,9.765776006660642,5.484796933490655
Polo,Villa,7688.0,A renover,1170,33.584,-7.652,1823.022404316051,0,353,9.6,15.3,5.5,15.7,16.8,5,25,173.0283446003575,3,25,413.8541762787918,0,0,1077.073075695572,2336.257542589962,820.5022778310127,2,31804.4,1968.5,0,4,0,8.947415950650129,7.064759027791802
Palmier,Studio,15909.0,Bon état,88,33.5784,-7.625,179.7143953534244,1,326,4.2,17.3,2.5,14.5,12.1,5,18,139.4764009785969,13,60,52.72551773118959,0,0,1035.157038194784,2649.314748352723,116.2555281509376,7,143405.3,0.0,0,1,0,9.67464026580524,4.477336814478207
Triangle d'Or,Appartement,20000.0,Bon état,100,33.592,-7.613,287.9977253696143,1,240,2.0,23.1,7.0,20.2,6.2,9,18,286.4865875709612,43,109,125.8825840443049,1,2,449.2515242698901,1074.058326140372,484.8554261364226,7,117633.6,0.0,0,0,1,9.903487552536127,4.605170185988092
Val Fleury,Appartement,17010.0,Bon état,97,33.565,-7.637,663.6235306005452,0,256,9.9,11.5,5.6,9.1,17.9,9,20,215.0624755794264,4,22,19.34731164730767,0,0,1089.658915643222,4427.612003368651,404.0002442206165,3,14864.4,2019.8,0,2,0,9.741556685389908,4.574710978503383
Maarif,Appartement,16429.0,Bon état,140,33.578,-7.63,516.1618040869354,0,370,5.0,16.3,1.3,13.9,13.1,4,20,24.99190181775799,14,62,398.5943794644788,0,0,1039.590736742931,2854.671279154411,262.0862290850807,9,85359.3,0.0,0,1,0,9.706803344906337,4.941642422609304
Les Princesses,Appartement,17949.0,Bon état,117,33.582,-7.638,1235.87524176602,0,1011,6.0,16.1,1.4,14.9,13.8,9,24,246.7701915720199,18,87,103.0581115608424,0,0,1420.353190557202,2538.582675240804,389.033457898977,6,24300.7,1877.1,2,2,1,9.795289682058142,4.762173934797756
Triangle d'Or,Appartement,17333.0,Bon état,150,33.592,-7.613,287.9977253696143,1,240,2.0,23.1,7.0,20.2,6.2,9,18,286.4865875709612,43,109,125.8825840443049,1,2,449.2515242698901,1074.058326140372,484.8554261364226,7,117633.6,0.0,0,0,0,9.76036747794131,5.010635294096256
Maarif,Appartement,14231.0,Bon état,130,33.578,-7.63,516.1618040869354,0,370,5.0,16.3,1.3,13.9,13.1,4,20,24.99190181775799,14,62,398.5943794644788,0,0,1039.590736742931,2854.671279154411,262.0862290850807,9,85359.3,0.0,0,1,0,9.56317796268366,4.867534450455582
Sidi Maarouf,Appartement,7887.0,Bon état,71,33.5433,-7.6578,285.1916267776966,1,176,19.5,2.2,14.8,4.4,27.5,5,10,105.3468706265121,0,0,1047.606462501049,0,0,1491.775741859731,5703.85074577057,1390.852639316669,0,0.0,2654.4,0,0,0,8.97297111339799,4.262679877041315
Palmier,Appartement,12487.0,Recent,197,33.5784,-7.625,179.7143953534244,1,326,4.2,17.3,2.5,14.5,12.1,5,18,139.4764009785969,13,60,52.72551773118959,0,0,1035.157038194784,2649.314748352723,116.2555281509376,7,143405.3,0.0,0,1,0,9.432443382115146,5.283203728737988
Sidi Maarouf,Appartement,11000.0,Bon état,100,33.5433,-7.6578,285.1916267776966,1,176,19.5,2.2,14.8,4.4,27.5,5,10,105.3468706265121,0,0,1047.606462501049,0,0,1491.775741859731,5703.85074577057,1390.852639316669,0,0.0,2654.4,0,0,0,9.305650551780507,4.605170185988092
Gauthier,Appartement,18023.0,A renover,86,33.5894,-7.6323,959.1116176283815,0,607,3.8,19.2,3.0,17.6,11.0,5,27,294.5835191360475,30,87,150.4894651367747,0,1,554.6707143418583,1836.82314228007,457.1033411301289,7,257767.7,3160.4,0,2,0,9.799403998992805,4.454347296253507
Hay Hassani,Villa,20000.0,Bon état,375,33.5559,-7.6694,1061.437034671273,0,283,18.6,5.2,13.6,9.5,26.6,0,10,553.47482728959,0,15,606.5549394007352,0,1,993.799108621049,3891.858342292081,389.028154924507,1,174224.6,0.0,0,0,0,9.903487552536127,5.926926025970411
Ain Diab,Villa,21951.0,Bon état,410,33.5955,-7.684,944.6266234420842,0,0,18.8,19.5,15.5,22.7,24.4,0,0,2082.934787207765,1,5,496.0876880211647,0,0,1856.087733141099,395.288351250024,2293.989799137898,0,0.0,0.0,0,0,0,9.99656797555214,6.016157159698354
Triangle d'Or,Appartement,8886.0,Bon état,332,33.592,-7.613,287.9977253696143,1,240,2.0,23.1,7.0,20.2,6.2,9,18,286.4865875709612,43,109,125.8825840443049,1,2,449.2515242698901,1074.058326140372,484.8554261364226,7,117633.6,0.0,0,0,1,9.092232283495854,5.805134968916488
Gauthier,Appartement,14865.0,Bon état,148,33.5894,-7.6323,959.1116176283815,0,607,3.8,19.2,3.0,17.6,11.0,5,27,294.5835191360475,30,87,150.4894651367747,0,1,554.6707143418583,1836.82314228007,457.1033411301289,7,257767.7,3160.4,0,2,0,9.606764735432199,4.997212273764115
Gauthier,Appartement,17292.0,Bon état,240,33.5894,-7.6323,959.1116176283815,0,607,3.8,19.2,3.0,17.6,11.0,5,27,294.5835191360475,30,87,150.4894651367747,0,1,554.6707143418583,1836.82314228007,457.1033411301289,7,257767.7,3160.4,0,2,0,9.757999245787522,5.480638923341991
Mers Sultan,Appartement,11137.0,Bon état,211,33.5921,-7.6024,165.7308739134413,1,262,5.0,25.3,9.7,21.8,5.1,1,7,453.5204000758147,18,51,105.7672581525134,0,0,1113.518424748274,1120.387185555903,162.627434636914,3,17996.5,5676.8,0,5,0,9.3180281773931,5.351858133476067
Gauthier,Appartement,11259.0,Bon état,266,33.5894,-7.6323,959.1116176283815,0,607,3.8,19.2,3.0,17.6,11.0,5,27,294.5835191360475,30,87,150.4894651367747,0,1,554.6707143418583,1836.82314228007,457.1033411301289,7,257767.7,3160.4,0,2,0,9.32892308780313,5.583496308781699
Racine,Appartement,19858.0,Recent,141,33.587,-7.6386,1473.215023052034,0,1291,5.6,17.6,2.7,16.6,12.9,7,28,97.8353609915267,33,89,58.85125793121605,0,0,1195.846353700916,1981.136081143451,212.0910495019019,5,40015.0,2545.4,0,1,0,9.896362227593539,4.948759890378168
Ain Diab,Villa,19341.0,Recent,455,33.5955,-7.684,944.6266234420842,0,0,18.8,19.5,15.5,22.7,24.4,0,0,2082.934787207765,1,5,496.0876880211647,0,0,1856.087733141099,395.288351250024,2293.989799137898,0,0.0,0.0,0,0,1,9.86998247397873,6.12029741895095
Oulfa,Villa,12581.0,Bon état,310,33.5368,-7.6572,833.5040378000114,0,60,21.3,2.8,16.8,4.1,29.2,2,8,271.617575595435,0,3,635.7885927742001,0,0,1308.132165664691,6292.724234225559,1553.081495273229,0,0.0,3487.4,0,0,1,9.439943018351132,5.736572297479192
Racine,Appartement,18507.0,Bon état,134,33.587,-7.6386,1473.215023052034,0,1291,5.6,17.6,2.7,16.6,12.9,7,28,97.8353609915267,33,89,58.85125793121605,0,0,1195.846353700916,1981.136081143451,212.0910495019019,5,40015.0,2545.4,0,1,0,9.825904317877749,4.897839799950911
Belvedere,Appartement,14636.0,Bon état,110,33.5901,-7.5939,179.3843827470573,1,280,7.3,26.6,11.8,22.7,6.0,2,2,274.5540685228433,9,26,82.02163815120926,1,1,466.4574430381347,1457.133247994956,154.6185354394611,8,38645.0,1585.6,0,4,1,9.591239526139097,4.700480365792417
Mers Sultan,Appartement,13670.0,Bon état,109,33.5921,-7.6024,165.7308739134413,1,262,5.0,25.3,9.7,21.8,5.1,1,7,453.5204000758147,18,51,105.7672581525134,0,0,1113.518424748274,1120.387185555903,162.627434636914,3,17996.5,5676.8,0,5,0,9.522958929717996,4.691347882229143
Mers Sultan,Appartement,13433.0,Bon état,134,33.5921,-7.6024,165.7308739134413,1,262,5.0,25.3,9.7,21.8,5.1,1,7,453.5204000758147,18,51,105.7672581525134,0,0,1113.518424748274,1120.387185555903,162.627434636914,3,17996.5,5676.8,0,5,0,9.505469645063013,4.897839799950911
Ain Diab Extension,Appartement,27419.0,Bon état,93,33.598,-7.701,2206.005542949161,0,0,23.8,22.2,20.5,26.3,29.2,0,0,2531.564364864748,0,0,2093.01515180563,0,0,2527.273766723253,1619.957739080469,3100.199479213474,0,0.0,0.0,0,0,0,10.21899148272114,4.532599493153256
Ain Diab Extension,Appartement,26882.0,Bon état,93,33.598,-7.701,2206.005542949161,0,0,23.8,22.2,20.5,26.3,29.2,0,0,2531.564364864748,0,0,2093.01515180563,0,0,2527.273766723253,1619.957739080469,3100.199479213474,0,0.0,0.0,0,0,0,10.19921219663109,4.532599493153256
Maarif,Appartement,16800.0,Bon état,250,33.578,-7.63,516.1618040869354,0,370,5.0,16.3,1.3,13.9,13.1,4,20,24.99190181775799,14,62,398.5943794644788,0,0,1039.590736742931,2854.671279154411,262.0862290850807,9,85359.3,0.0,0,1,0,9.72913416539135,5.521460917862246
Ain Diab,Appartement,27647.0,Bon état,170,33.5955,-7.684,944.6266234420842,0,0,18.8,19.5,15.5,22.7,24.4,0,0,2082.934787207765,1,5,496.0876880211647,0,0,1856.087733141099,395.288351250024,2293.989799137898,0,0.0,0.0,0,0,1,10.22727250196819,5.135798437050262
Anfa,Appartement,28571.0,Bon état,280,33.5892,-7.6554,2018.073637944443,0,285,10.4,16.8,7.0,17.6,17.0,1,16,362.6416182317528,0,13,541.7061651720783,0,0,1305.143516239904,1674.22629301091,275.1593621695635,2,31804.4,922.9,0,3,1,10.26014749636236,5.634789603169249
Ain Diab Extension,Appartement,26172.0,Bon état,128,33.598,-7.701,2206.005542949161,0,0,23.8,22.2,20.5,26.3,29.2,0,0,2531.564364864748,0,0,2093.01515180563,0,0,2527.273766723253,1619.957739080469,3100.199479213474,0,0.0,0.0,0,0,1,10.17244541598963,4.852030263919617
Beausejour,Appartement,12744.0,Bon état,106,33.591,-7.6251,425.3804669514898,1,331,1.8,20.7,4.2,18.7,8.9,5,19,115.9786843947549,18,88,120.0524350984131,1,2,194.9715314830628,1370.125624495474,185.5202413092544,7,305563.9,425.9,0,0,0,9.452815851589884,4.663439094112067
Les Princesses,Appartement,12000.0,Bon état,165,33.582,-7.638,1235.87524176602,0,1011,6.0,16.1,1.4,14.9,13.8,9,24,246.7701915720199,18,87,103.0581115608424,0,0,1420.353190557202,2538.582675240804,389.033457898977,6,24300.7,1877.1,2,2,0,9.392661928770137,5.10594547390058
Ain Diab,Appartement,28662.0,Bon état,157,33.5955,-7.684,944.6266234420842,0,0,18.8,19.5,15.5,22.7,24.4,0,0,2082.934787207765,1,5,496.0876880211647,0,0,1856.087733141099,395.288351250024,2293.989799137898,0,0.0,0.0,0,0,0,10.26332748261802,5.056245805348308
Californie,Villa,14967.0,Bon état,1069,33.5731,-7.6298,378.7735758147751,1,307,6.4,15.0,2.8,12.3,14.4,2,17,337.9280663581789,8,44,269.9398513423109,0,1,542.3638809268792,3348.817120166832,740.7354814679283,7,53697.9,0.0,0,1,0,9.613603056529147,6.974478911025045
Salam,Villa,23333.0,A renover,450,33.5487,-7.6411,533.0965505090044,0,154,15.5,7.4,11.4,3.3,23.3,3,9,301.0779371521749,0,8,533.664299097827,1,1,447.7300658055582,6214.477068584728,374.8826423566222,14,16276.2,5463.8,0,0,0,10.05762394654706,6.109247582764366
Les Princesses,Studio,15376.0,Neuf,93,33.582,-7.638,1235.87524176602,0,1011,6.0,16.1,1.4,14.9,13.8,9,24,246.7701915720199,18,87,103.0581115608424,0,0,1420.353190557202,2538.582675240804,389.033457898977,6,24300.7,1877.1,2,2,1,9.640563131210074,4.532599493153256
Racine,Duplex,12893.0,Bon état,318,33.587,-7.6386,1473.215023052034,0,1291,5.6,17.6,2.7,16.6,12.9,7,28,97.8353609915267,33,89,58.85125793121605,0,0,1195.846353700916,1981.136081143451,212.0910495019019,5,40015.0,2545.4,0,1,0,9.464439807410837,5.762051382780177
Ferme Bretonne,Appartement,21000.0,Bon état,70,33.549,-7.5944,682.2498354811139,0,452,15.8,20.6,15.7,14.5,20.1,1,10,402.6473591362682,9,24,309.9591411431054,0,1,896.6660164826084,5921.222724674229,289.6665405317857,13,92221.9,0.0,0,0,1,9.95227771670556,4.248495242049359
Ain Sebaa,Appartement,9813.0,Bon état,107,33.606,-7.544,1272.416875442093,0,156,22.5,41.6,27.2,36.8,16.3,0,5,674.1693061413155,4,10,231.2993770203631,0,0,3458.476755459968,1560.609873284391,476.4753024967785,1,3125.7,2179.8,0,0,0,9.191463316206494,4.672828834461906
Oasis,Appartement,18617.0,Bon état,94,33.564,-7.6223,439.4548758165475,1,192,8.9,14.6,6.6,10.5,16.1,5,17,178.3049765648991,1,18,488.8021502518404,0,1,685.5191232564281,4170.322914127682,416.3842922132512,5,108605.7,2253.1,0,2,0,9.831830420771897,4.543294782270004
Californie,Villa,27756.0,Bon état,254,33.5731,-7.6298,378.7735758147751,1,307,6.4,15.0,2.8,12.3,14.4,2,17,337.9280663581789,8,44,269.9398513423109,0,1,542.3638809268792,3348.817120166832,740.7354814679283,7,53697.9,0.0,0,1,1,10.23120731201944,5.537334267018537
Ain Diab,Appartement,17500.0,Bon état,200,33.5955,-7.684,944.6266234420842,0,0,18.8,19.5,15.5,22.7,24.4,0,0,2082.934787207765,1,5,496.0876880211647,0,0,1856.087733141099,395.288351250024,2293.989799137898,0,0.0,0.0,0,0,0,9.769956159911606,5.298317366548036
Ain Diab,Villa,15167.0,Bon état,600,33.5955,-7.684,944.6266234420842,0,0,18.8,19.5,15.5,22.7,24.4,0,0,2082.934787207765,1,5,496.0876880211647,0,0,1856.087733141099,395.288351250024,2293.989799137898,0,0.0,0.0,0,0,0,9.626877294051397,6.396929655216146
Racine,Appartement,15217.0,Bon état,230,33.587,-7.6386,1473.215023052034,0,1291,5.6,17.6,2.7,16.6,12.9,7,28,97.8353609915267,33,89,58.85125793121605,0,0,1195.846353700916,1981.136081143451,212.0910495019019,5,40015.0,2545.4,0,1,0,9.630168502920114,5.438079308923196
Racine,Studio,30392.0,Bon état,51,33.587,-7.6386,1473.215023052034,0,1291,5.6,17.6,2.7,16.6,12.9,7,28,97.8353609915267,33,89,58.85125793121605,0,0,1195.846353700916,1981.136081143451,212.0910495019019,5,40015.0,2545.4,0,1,0,10.32193469486746,3.931825632724326
Oasis,Appartement,19617.0,Bon état,98,33.564,-7.6223,439.4548758165475,1,192,8.9,14.6,6.6,10.5,16.1,5,17,178.3049765648991,1,18,488.8021502518404,0,1,685.5191232564281,4170.322914127682,416.3842922132512,5,108605.7,2253.1,0,2,0,9.884151816229386,4.584967478670572
Les Hopitaux,Appartement,8791.0,Bon état,273,33.584,-7.598,86.16475996416162,1,198,6.4,24.4,10.2,20.3,7.9,1,12,471.8008773303524,3,22,36.4706250244772,0,1,524.1440908306643,2022.173450146973,712.6310545760888,6,21081.0,3466.3,0,4,0,9.081483749851179,5.60947179518496
Racine,Appartement,19583.0,Bon état,120,33.587,-7.6386,1473.215023052034,0,1291,5.6,17.6,2.7,16.6,12.9,7,28,97.8353609915267,33,89,58.85125793121605,0,0,1195.846353700916,1981.136081143451,212.0910495019019,5,40015.0,2545.4,0,1,0,9.882417121916836,4.787491742782046
Californie,Villa,14286.0,Bon état,1400,33.5731,-7.6298,378.7735758147751,1,307,6.4,15.0,2.8,12.3,14.4,2,17,337.9280663581789,8,44,269.9398513423109,0,1,542.3638809268792,3348.817120166832,740.7354814679283,7,53697.9,0.0,0,1,0,9.567035315714918,7.24422751560335
